,Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder Before Voltage,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
15,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut4_4,37.40053423764311,0.0,38.24534935115401,1.2280909781991003,9,57.81250000000843,557.9782261114241,10.851407250863465,556.3288062682502,11.658657606770337,-47.573658936161564,320.18983382741055,-24.457389249120165,54.334229893092356,-47.573658936161564,9,0,0
16,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut5_1,31.070246589240007,0.0,34.16691404793071,1.0937002387402377,10,52.277777777785474,489.88740210185676,7.537562746465154,488.02369941366413,6.678806581631724,-47.49502589890413,301.3723338226203,-23.59479749669594,55.40323868410155,-47.49502589890413,10,0,0
17,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut5_2,31.477694228696212,0.0,31.69209115409405,1.0251003769684464,9,52.53750000000723,477.83680477361054,8.383320632542572,475.27684204131504,8.337644195131443,-47.515426833436614,475.1022977411605,5.953585458402478,476.23739951861813,-47.515426833436614,9,0,0
18,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut5_3,30.975797104803753,0.0,32.332509331853764,1.000824101240628,10,52.74444444445224,493.15935684165987,7.6793263769979685,490.9195825489751,6.541241119685454,-47.47578294244079,301.8180770701498,-23.859437829886055,489.7004710963532,-47.47578294244079,10,0,0
19,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut5_4,31.010772560903384,0.0,32.66077570814333,1.1022566268016205,9,53.975000000007554,456.51820958991897,6.68574986274623,454.2455294087679,6.759849004893287,-47.53208813175718,280.6940242775219,-25.26179574887231,55.16536236734524,-47.53208813175718,9,0,0
20,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut10_1,28.41265840751393,0.0,29.973278458781003,0.951524956974823,10,51.36666666667415,500.9636950820372,4.2630372593489945,499.56645972413327,5.308271013663465,-47.40736350791604,307.7739236060658,-25.235681805543106,55.639338789244164,-47.40736350791604,10,0,0
21,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut10_2,31.751633099008387,0.0,34.30888744546042,3.1386529834805095,8,61.14285714286565,424.9251066085478,6.06019200050813,424.1960687161572,6.503464899751526,-47.4491619389403,423.402730294121,4.379209638417051,420.65061979398024,-47.4491619389403,8,0,0
22,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut10_3,32.95334844938256,0.0,34.90581917543485,2.8248249407698154,9,58.71250000000861,454.3940178789151,5.715000988444781,452.19045545988007,5.326920662630979,-47.829575308865934,274.6054146864523,-26.253847703746473,451.5558684434378,-47.829575308865934,9,0,0
23,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut10_4,31.628496674161696,0.0,32.262844757740204,3.8224164429418583,8,60.11428571429399,415.3102825036374,4.760082185834069,413.98404269205514,4.1423372060887775,-47.56049250254407,259.1482078440233,-25.30375280721402,413.9717739076099,-47.56049250254407,8,0,0
24,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut11_1,30.36656922056185,0.0,31.358379419238307,2.29268084828287,10,52.933333333341174,477.5640563030327,6.8312308973379,475.7349710534028,6.983976140075969,-47.45852218597169,292.571980606899,-24.406392843127037,53.79383647332574,-47.45852218597169,10,0,0
25,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut11_2,31.05347467694566,0.0,31.066921016886845,1.0148984130781513,9,53.38750000000742,480.5916592798331,6.18729080508089,478.69665309192163,7.95475482953934,-47.4646703593307,295.88043042910675,-23.939773451060933,55.44315657696757,-47.4646703593307,9,0,0
26,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut11_3,27.879183633611497,0.0,29.927308480932727,0.9532666020424194,10,52.24444444445213,447.53552551172186,4.49386591809683,446.0840587848207,5.479122951638512,-47.39987378181915,284.5012748580814,-24.452145050481512,444.3060744784751,-47.39987378181915,10,0,0
27,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut12_1,32.249057448976764,0.0,33.301750679618415,1.263680695979019,9,57.412500000008336,449.2665033561237,6.980330228535118,447.37617951534617,6.974663044829064,-47.50860593925948,277.1307361345503,-24.838813586504962,50.37920707217083,-47.50860593925948,9,0,0
28,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut12_2,31.765615576222324,0.0,31.897284249822945,1.1273597596985947,9,54.862500000007756,464.49894886282584,6.427371552171534,461.96505293375037,6.160072484546979,-47.51271755393396,285.96270883430816,-24.495731372719536,56.01805966892499,-47.51271755393396,9,0,0
29,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut12_3,30.67449735639073,0.0,32.69259730400227,0.9444441628217652,10,51.51111111111863,505.4497088553287,7.241909578432187,503.2834211150984,6.941071635644884,-47.46216223136047,308.66073247393155,-24.042896947723815,52.483558164885125,-47.46216223136047,10,0,0
30,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut12_4,31.720668786444442,0.0,33.38623240064167,0.992511530994445,10,52.30000000000769,495.6456935463073,7.680469573719945,493.5890053089509,7.896590327974025,-47.55458150221936,302.85824794070174,-24.800328918653527,491.62323550727507,-47.55458150221936,10,0,0
31,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut13_1,23.169755268859824,0.0,27.173139406585992,0.7208541912960246,8,58.72857142857936,209.307657933695,-15.950303112871156,190.28248901200584,-15.761792467011887,-38.16802890557164,188.74073127244733,-16.71158582405429,190.12628181627792,-38.16802890557164,12,0,0
32,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut13_2,28.973138264770387,0.0,31.054575476075094,1.0089428271903411,10,50.644444444451764,535.5861809158798,5.0467530045348745,532.0654351206707,3.626439153708845,-47.45423554582215,327.8117047889644,-24.643942946666417,531.995126817437,-47.45423554582215,10,0,0
33,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut13_3,30.350029035004354,0.0,31.83635045245467,1.2826206499537438,9,55.975000000008,420.23063815661504,5.553069773178208,418.62675531818513,4.341315132464659,-47.68522377921748,261.7071633987845,-25.453972808433104,56.201934558757216,-47.68522377921748,9,0,0
34,./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut13_4,23.59921712023177,0.0,25.121124913218196,2.1153992937360395,9,56.775000000008184,350.6738607562682,2.3470526727873002,348.71735104336227,2.0034026342528426,-47.459035353061466,231.20222336716373,-26.100273067997367,349.1722008603776,-47.459035353061466,9,0,0
